"","ResponseId","Employment","LearnCode","YearsCode","Gender","WorkExp","EdLevel","Country","Age","Ethnicity"
"45856",45856,"Employed","University","32","Man",27,"Other","United States of America","55-64 years old","White"
"45858",45858,"Other","Bootcamp","4","Man",4,"Other","Hungary","25-34 years old","European"
"45862",45862,"Employed","University","9","Man",1,"Bachelor degree","Spain","18-24 years old","European"
"45863",45863,"Employed","University","7","Man",3,"Master's degree","France","25-34 years old","European"
"45865",45865,"Employed","Online Course","7","Man",5,"Professional degree","Brazil","18-24 years old","White"
"45870",45870,"Employed","University","40","Man",37,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","55-64 years old","Multiracial"
"45871",45871,"Employed","University","4","Man",1,"Bachelor degree","United States of America","18-24 years old","White"
"45872",45872,"Employed","University","6","Man",1,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"45873",45873,"Employed","University","25","Man",22,"Associate degree","South Africa","45-54 years old","Multiracial"
"45875",45875,"Employed","Online Course","32","Man",21,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","White"
"45877",45877,"Employed","University","40","Man",30,"Bachelor degree","United States of America","45-54 years old","White"
"45878",45878,"Employed","University","16","Man",11,"Master's degree","Belgium","25-34 years old","Multiracial"
"45879",45879,"Employed","University","25","Man",25,"Master's degree","United States of America","35-44 years old","Multiracial"
"45881",45881,"Employed","Online Course","3","Man",1,"Bachelor degree","Morocco","18-24 years old","African"
"45882",45882,"Employed","University","40","Man",27,"Bachelor degree","United States of America","55-64 years old","White"
"45883",45883,"Employed","University","40","Man",25,"Bachelor degree","United States of America","45-54 years old","Multiracial"
"45884",45884,"Employed","University","14","Man",12,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"45885",45885,"Employed","Online Course","1","Man",5,"Master's degree","Mexico","35-44 years old","Multiracial"
"45886",45886,"Employed","University","9","Woman",8,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"45889",45889,"Employed","University","38","Man",35,"Doctoral degree","United States of America","55-64 years old","Multiracial"
"45892",45892,"Employed","University","7","Man",6,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"45894",45894,"Employed","Online Course","12","Man",7,"Other","United States of America","25-34 years old","White"
"45904",45904,"Employed","University","13","Man",6,"Other","Brazil","25-34 years old","Multiracial"
"45907",45907,"Employed","Bootcamp","4","Woman",1,"Bachelor degree","Brazil","18-24 years old","White"
"45910",45910,"Employed","University","24","Man",18,"Bachelor degree","United States of America","35-44 years old","Asian"
"45911",45911,"Employed","University","18","Man",14,"Bachelor degree","Mozambique","35-44 years old","African"
"45912",45912,"Employed","University","10","Man",3,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","25-34 years old","European"
"45913",45913,"Employed","Bootcamp","30","Man",19,"Professional degree","Chile","35-44 years old","Multiracial"
"45915",45915,"Employed","University","4","Man",1,"Professional degree","Mexico","18-24 years old","Multiracial"
"45919",45919,"Employed","University","5","Other",4,"Bachelor degree","Brazil","18-24 years old","Multiracial"
"45920",45920,"Employed","University","8","Man",7,"Other","Israel","25-34 years old","Multiracial"
"45922",45922,"Employed","Bootcamp","4","Man",5,"Bachelor degree","Nepal","25-34 years old","Multiracial"
"45923",45923,"Employed","Online Course","7","Man",6,"Bachelor degree","India","25-34 years old","Indian"
"45924",45924,"Employed","University","10","Man",6,"Bachelor degree","India","25-34 years old","Multiracial"
"45925",45925,"Employed","University","10","Man",5,"Bachelor degree","Spain","25-34 years old","Multiracial"
"45926",45926,"Employed","University","13","Man",9,"Bachelor degree","United States of America","35-44 years old","White"
"45927",45927,"Employed","Bootcamp","4","Man",9,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"45928",45928,"Employed","University","5","Man",3,"Professional degree","Brazil","18-24 years old","Multiracial"
"45929",45929,"Employed","Online Course","3","Man",1,"Associate degree","Brazil","18-24 years old","Multiracial"
"45930",45930,"Employed","University","17","Man",2,"Other","Czech Republic","25-34 years old","Multiracial"
"45931",45931,"Employed","University","9","Man",8,"Other","United States of America","25-34 years old","White"
"45932",45932,"Employed","Online Course","Less than 1 year","Man",5,"Bachelor degree","Taiwan","25-34 years old","Asian"
"45933",45933,"Employed","Online Course","Less than 1 year","Woman",0,"Bachelor degree","Sri Lanka","25-34 years old","Multiracial"
"45935",45935,"Employed","University","8","Man",4,"Bachelor degree","India","25-34 years old","Indian"
"45937",45937,"Employed","University","10","Woman",3,"Bachelor degree","Canada","25-34 years old","Multiracial"
"45938",45938,"Employed","University","30","Man",22,"Bachelor degree","United States of America","35-44 years old","White"
"45939",45939,"Employed","University","8","Man",4,"Secondary school","Brazil","18-24 years old","Multiracial"
"45940",45940,"Employed","University","8","Man",3,"Associate degree","El Salvador","18-24 years old","Multiracial"
"45942",45942,"Employed","Online Course","15","Man",10,"Bachelor degree","Canada","35-44 years old","Multiracial"
"45944",45944,"Employed","University","20","Man",12,"Bachelor degree","Taiwan","35-44 years old","Asian"
"45946",45946,"Employed","Other","8","Man",4,"Doctoral degree","France","25-34 years old","Multiracial"
"45948",45948,"Employed","University","5","Man",5,"Other","Canada","25-34 years old","Multiracial"
"45950",45950,"Employed","University","7","Woman",7,"Bachelor degree","Canada","35-44 years old","White"
"45951",45951,"Employed","University","15","Man",11,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"45952",45952,"Employed","University","10","Man",16,"Associate degree","United States of America","25-34 years old","White"
"45956",45956,"Employed","University","39","Woman",34,"Bachelor degree","United States of America","55-64 years old","White"
"45957",45957,"Employed","University","7","Woman",2,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45958",45958,"Employed","Online Course","10","Man",2,"Master's degree","Poland","18-24 years old","Multiracial"
"45960",45960,"Employed","Online Course","40","Woman",36,"Master's degree","United States of America","55-64 years old","White"
"45962",45962,"Employed","University","30","Man",20,"Master's degree","Canada","45-54 years old","White"
"45963",45963,"Employed","University","4","Man",4,"Bachelor degree","Iran, Islamic Republic of...","18-24 years old","Asian"
"45965",45965,"Employed","Online Course","43","Man",28,"Bachelor degree","United Kingdom of Great Britain and Northern Ireland","45-54 years old","White"
"45966",45966,"Employed","University","27","Man",25,"Bachelor degree","United States of America","65 years or older","White"
"45968",45968,"Employed","University","14","Man",12,"Bachelor degree","United States of America","35-44 years old","White"
"45969",45969,"Employed","University","35","Woman",35,"Doctoral degree","United States of America","45-54 years old","European"
"45973",45973,"Employed","University","13","Man",14,"Bachelor degree","United States of America","25-34 years old","White"
"45974",45974,"Employed","University","7","Other",3,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"45975",45975,"Employed","University","18","Man",12,"Bachelor degree","Colombia","35-44 years old","Multiracial"
"45976",45976,"Employed","University","9","Man",3,"Bachelor degree","Canada","25-34 years old","Multiracial"
"45979",45979,"Employed","University","28","Man",26,"Other","United States of America","35-44 years old","White"
"45981",45981,"Employed","University","8","Man",3,"Bachelor degree","United States of America","18-24 years old","Multiracial"
"45983",45983,"Employed","Online Course","12","Man",8,"Other","United States of America","25-34 years old","White"
"45988",45988,"Employed","University","10","Man",2,"Master's degree","Taiwan","25-34 years old","Multiracial"
"45989",45989,"Employed","University","6","Other",6,"Bachelor degree","United States of America","25-34 years old","Black"
"45990",45990,"Employed","Bootcamp","10","Other",15,"Other","Brazil","35-44 years old","Multiracial"
"45993",45993,"Employed","University","4","Man",4,"Bachelor degree","Sweden","25-34 years old","European"
"45995",45995,"Employed","University","38","Man",25,"Master's degree","United States of America","45-54 years old","White"
"45998",45998,"Employed","Online Course","41","Man",34,"Other","United States of America","45-54 years old","Multiracial"
"45999",45999,"Employed","Online Course","22","Woman",15,"Other","United States of America","25-34 years old","White"
"46001",46001,"Employed","University","2","Man",1,"Other","Israel","25-34 years old","Multiracial"
"46002",46002,"Employed","University","17","Man",9,"Other","Czech Republic","25-34 years old","Multiracial"
"46003",46003,"Employed","University","10","Man",5,"Bachelor degree","Argentina","25-34 years old","Multiracial"
"46005",46005,"Employed","University","7","Man",3,"Bachelor degree","United States of America","25-34 years old","White"
"46006",46006,"Employed","University","10","Man",8,"Other","Brazil","25-34 years old","Multiracial"
"46007",46007,"Employed","University","28","Man",20,"Bachelor degree","United States of America","35-44 years old","White"
"46009",46009,"Employed","Online Course","8","Man",6,"Bachelor degree","United States of America","35-44 years old","European"
"46012",46012,"Employed","Other","35","Man",35,"Bachelor degree","United States of America","55-64 years old","White"
